obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"541.8020"	"0.0010"	"541.802+"	"5"	""		"77269.145"	"95720.95"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"0"		""	"L4739"	
"542.1760"	"0.0010"	"542.1773+"	"2h"	""		"78403.061"	"96842.085"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).13d"	"2[7/2]*"	"4"		""	"L4739"	
"543.5600"	"0.0010"	"543.559+"	"5h"	""		"77185.041"	"95577.20"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[5/2]"	"2"		""	"L4739"	
"543.9923"	"0.0002"	"543.9923+"	"30"	""		"77185.041"	"95562.546"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"2"		""	"L7292"	
"544.0390"	"0.0010"	"544.0359+"	"15"	""		"77185.041"	"95561.074"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"1"		""	"L4739"	
"544.4870"	"0.0010"	"544.487+"	"1h"	""		"78119.798"	"96480.62"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).13s"	"2[3/2]*"	"1"		""	"L4739"	
""	""	"544.738+"	""	"4.0e+04"	C	"78119.798"	"96472.13"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).13s"	"2[3/2]*"	"2"		"T5818"	""	
"545.4540"	"0.0010"	"545.4461+"	"1h"	""		"78403.061"	"96731.584"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).14s"	"2[3/2]*"	"2"		""	"L4739"	
"545.6450"	"0.0010"	"545.646+"	"2"	"4.40e+04"	B	"77269.145"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"546.0037"	"0.0002"	"546.0034+"	"15"	"2.50e+05"	B+	"77269.145"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"547.9120"	"0.0010"	"547.9124+"	"1h"	""		"78403.061"	"96649.083"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).12d"	"2[5/2]*"	"3"		""	"L4739"	
"548.1330"	"0.0010"	"548.131+"	"1h"	""		"78119.798"	"96358.56"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[5/2]*"	"3"		""	"L4739"	
"548.4160"	"0.0010"	"548.414+"	"1h"	""		"77269.145"	"95498.48"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"1"		""	"L4739"	
"548.4460"	"0.0010"	"548.447+"	"4h"	""		"78119.798"	"96348.03"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[5/2]*"	"2"		""	"L4739"	
"548.7030"	"0.0010"	"548.7055+"	"6h"	""		"78403.061"	"96622.710"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).12d"	"2[7/2]*"	"4"		""	"L4739"	
"548.8555"	"0.0002"	"548.8552+"	"20h"	""		"78119.798"	"96334.479"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[7/2]*"	"3"		""	"L7292"	
"552.305"	"0.003"	"552.302+"	"1"	""		"77185.041"	"95286.06"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[1/2]"	"0"		""	"L3989"	
"553.2780"	"0.0010"	"553.278+"	"2h"	"1.80e+05"	B+	"78403.061"	"96472.13"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).13s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"554.0380"	"0.0010"	"554.030+"	"3h*"	""		"77185.041"	"95229.59"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[3/2]"	"2"		""	"L4739"	
"554.0380"	"0.0010"	"554.0391+"	"3h*"	""		"77269.145"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L4739"	
"555.2385"	"0.0002"	"555.2387+"	"80"	""		"77269.145"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L7292"	
"555.3100"	"0.0010"	"555.310+"	"3h"	""		"78119.798"	"96122.77"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"1"		""	"L4739"	
"555.5060"	"0.0010"	"555.506+"	"1-"	""		"77185.041"	"95181.66"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[5/2]"	"2"		""	"L4739"	
"555.7280"	"0.0010"	"555.728+"	"2"	"6.0e+04"	C+	"78119.798"	"96109.22"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"556.3500"	"0.0010"	"556.349+"	"2"	""		"77185.041"	"95154.37"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[1/2]"	"1"		""	"L4739"	
"556.6615"	"0.0002"	"556.6614+"	"100"	""		"77269.145"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L7292"	
"556.7770"	"0.0010"	"556.778+"	"2h"	""		"78403.061"	"96358.56"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).11d"	"2[5/2]*"	"3"		""	"L4739"	
"557.5270"	"0.0010"	"557.5256+"	"2h"	""		"78403.061"	"96334.479"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).11d"	"2[7/2]*"	"3"		""	"L4739"	
"557.9280"	"0.0010"	"557.928+"	"40"	""		"78403.061"	"96321.55"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).11d"	"2[7/2]*"	"4"		""	"L4739"	
"558.1784"	"0.0002"	"558.1787+"	"50"	""		"77269.145"	"95179.580"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"0"		""	"L7292"	
"558.5180"	"0.0010"	"558.5156+"	"1-"	""		"78956.031"	"96855.664"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).13d"	"2[5/2]*"	"2"		""	"L4739"	
"559.4370"	"0.0010"	"559.436+"	"6"	""		"76196.767"	"94066.95"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"1"		""	"L4739"	
"560.7990"	"0.0010"	"560.7980+"	"3"	""		"78119.798"	"95946.582"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"3"		""	"L4739"	
"561.2650"	"0.0010"	"561.263+"	"15"	""		"78119.798"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
"561.8878"	"0.0002"	"561.8879+"	"80"	""		"78119.798"	"95912.003"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[7/2]*"	"3"		""	"L7292"	
"562.1240"	"0.0010"	"562.1218+"	"1"	""		"78119.798"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
"564.6190"	"0.0010"	"564.619+"	"5"	"2.70e+05"	B+	"78403.061"	"96109.22"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"565.2840"	"0.0010"	"565.2853+"	"2h"	""		"78956.031"	"96641.306"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).12d"	"2[5/2]*"	"2"		""	"L4739"	
"565.4310"	"0.0010"	"565.4288+"	"1h-"	""		"78119.798"	"95800.584"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"1"		""	"L4739"	
"566.4460"	"0.0010"	"566.4447+"	"1h"	""		"79212.465"	"96861.540"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).13d"	"2[5/2]*"	"3"		""	"L4739"	
"568.8373"	"0.0002"	"568.8356+"	"40"	""		"77185.041"	"94759.935"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).6f"	"2[5/2]"	"2"		""	"L7292"	
"569.5750"	"0.0002"	"569.5750+"	"100"	""		"77185.041"	"94737.121"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).6f"	"2[3/2]"	"2"		""	"L7292"	
"569.6477"	"0.0002"	"569.6477+"	"80"	""		"77185.041"	"94734.882"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).6f"	"2[3/2]"	"1"		""	"L7292"	
"569.8540"	"0.0010"	"569.8529+"	"8"	""		"78403.061"	"95946.582"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"3"		""	"L4739"	
"570.3340"	"0.0010"	"570.333+"	"1"	""		"78403.061"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
"570.6870"	"0.0010"	"570.6851+"	"3"	"7.0e+04"	C+	"77269.145"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"570.9800"	"0.0010"	"570.9783+"	"10h"	""		"78403.061"	"95912.003"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[7/2]*"	"3"		""	"L4739"	
"571.2210"	"0.0010"	"571.2198+"	"2"	""		"78403.061"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
"571.5716"	"0.0002"	"571.5712+"	"70"	"3.5e+05"	C+	"77269.145"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"571.6252"	"0.0002"	"571.6251+"	"80"	""		"78403.061"	"95892.194"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10d"	"2[7/2]*"	"4"		""	"L7292"	
"572.2140"	"0.0010"	"572.213+"	"15h"	"3.60e+05"	B+	"78119.798"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"572.3260"	"0.0010"	"572.325+"	"1h"	""		"78956.031"	"96423.77"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"1"		""	"L4739"	
"572.6100"	"0.0010"	"572.6063+"	"4"	"9.0e+04"	C+	"78119.798"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"573.3480"	"0.0010"	"573.3467+"	"4h"	""		"79212.465"	"96649.083"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12d"	"2[5/2]*"	"3"		""	"L4739"	
"574.0170"	"0.0010"	"574.0148+"	"6"	""		"77269.145"	"94685.467"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L4739"	
"574.0730"	"0.0010"	"574.0732+"	"1h"	""		"79212.465"	"96627.017"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12d"	"2[3/2]*"	"2"		""	"L4739"	
"574.8200"	"0.0010"	"574.818+"	"8h"	""		"78956.031"	"96348.03"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11d"	"2[5/2]*"	"2"		""	"L4739"	
"575.4600"	"0.0010"	"575.460+"	"1h"	""		"78956.031"	"96328.62"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"2"		""	"L4739"	
"579.2260"	"0.0010"	"579.225+"	"1h"	"9.0e+04"	C	"79212.465"	"96472.13"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).13s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"580.7311"	"0.0002"	"580.7303+"	"15"	""		"78119.798"	"95334.723"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"3"		""	"L7292"	
"581.4505"	"0.0002"	"581.4505+"	"60"	""		"78119.798"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L7292"	
"582.0520"	"0.0010"	"582.0498+"	"25"	"4.00e+05"	B+	"78403.061"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"582.3890"	"0.0002"	"582.3887+"	"300"	""		"76196.767"	"93362.671"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"1"		""	"L7292"	
"582.4800"	"0.0002"	"582.4801+"	"150"	""		"78119.798"	"95283.008"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"3"		""	"L7292"	
"582.7720"	"0.0010"	"582.7719+"	"1"	""		"78119.798"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L4739"	
"583.0630"	"0.0010"	"583.062+"	"20h"	""		"79212.465"	"96358.56"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[5/2]*"	"3"		""	"L4739"	
"584.0830"	"0.0010"	"584.081+"	"4h"	""		"79212.465"	"96328.62"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"2"		""	"L4739"	
"584.3430"	"0.0010"	"584.3393+"	"5"	""		"78119.798"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L4739"	
"584.5460"	"0.0010"	"584.541+"	"1"	""		"79212.465"	"96315.16"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[1/2]*"	"1"		""	"L4739"	
"584.6210"	"0.0010"	"584.618+"	"2"	""		"77185.041"	"94285.50"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"0"		""	"L4739"	
"584.9850"	"0.0010"	"584.984+"	"3h"	""		"78956.031"	"96045.77"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"1"		""	"L4739"	
"585.6509"	"0.0002"	"585.6509+"	"15"	""		"77269.145"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L7292"	
"587.5018"	"0.0002"	"587.5019+"	"100"	""		"77269.145"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L7292"	
"587.8920"	"0.0010"	"587.893+"	"6"	""		"77185.041"	"94190.24"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[3/2]"	"2"		""	"L4739"	
"588.9120"	"0.0010"	"588.912+"	"20"	""		"78956.031"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
"589.4988"	"0.0002"	"589.4989+"	"100"	""		"77269.145"	"94228.004"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"1"		""	"L7292"	
"589.5620"	"0.0010"	"589.5688+"	"2h"	""		"78956.031"	"95912.880"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L4739"	
"589.8560"	"0.0010"	"589.8569+"	"8"	""		"78956.031"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
"590.4462"	"0.0002"	"590.4459+"	"20"	""		"78403.061"	"95334.723"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"3"		""	"L7292"	
"590.6760"	"0.0010"	"590.674+"	"3"	""		"77185.041"	"94110.15"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[5/2]"	"2"		""	"L4739"	
"591.1900"	"0.0010"	"591.1903+"	"5*"	""		"78403.061"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L4739"	
"591.1900"	"0.0010"	"591.192+"	"5*"	""		"79212.465"	"96122.77"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"1"		""	"L4739"	
"591.6650"	"0.0010"	"591.666+"	"4"	"1.30e+05"	B	"79212.465"	"96109.22"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"592.1850"	"0.0010"	"592.186+"	"10"	""		"77185.041"	"94066.95"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"1"		""	"L4739"	
"592.2550"	"0.0002"	"592.2548+"	"20"	""		"78403.061"	"95283.008"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"3"		""	"L7292"	
"592.5560"	"0.0010"	"592.5565+"	"6"	""		"78403.061"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L4739"	
"593.1241"	"0.0002"	"593.1245+"	"80"	""		"77269.145"	"94124.342"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"0"		""	"L7292"	
"593.4172"	"0.0002"	"593.4169+"	"100"	""		"78403.061"	"95249.953"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"4"		""	"L7292"	
"596.328"	"0.020"	"596.318+"	"4"	""		"78956.031"	"95720.95"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"0"		""	"L4093c2"	
"597.2820"	"0.0010"	"597.28+"	"1h"	""		"79986.618"	"96724.5"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10f"	"2[3/2]"	"1"		""	"L4739"	
"597.4152"	"0.0002"	"597.4161+"	"40"	""		"79212.465"	"95946.582"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"3"		""	"L7292"	
"597.8290"	"0.0010"	"597.828+"	"2"	""		"80196.629"	"96919.21"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).11f"	"2[9/2]"	"5"		""	"L4739"	
"597.9420"	"0.0010"	"597.944+"	"1"	""		"79212.465"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
"598.6230"	"0.0010"	"598.6217+"	"4"	""		"79212.465"	"95912.880"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L4739"	
"598.9180"	"0.0010"	"598.9186+"	"30"	""		"79212.465"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
"599.8115"	"0.0002"	"599.8116+"	"30"	"5.80e+05"	B+	"78119.798"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	"L7292"	
"600.7909"	"0.0002"	"600.7905+"	"15"	"1.60e+05"	B+	"78119.798"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"600.9780"	"0.0010"	"600.978+"	"8"	"2.10e+05"	B	"78956.031"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"601.4100"	"0.0010"	"601.4121+"	"1h"	"1.3e+04"	C	"78956.031"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"602.2890"	"0.0010"	"602.288+"	"1h-"	""		"80322.746"	"96921.51"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).11f"	"2[5/2]"	"3"		""	"L4739"	
"602.6760"	"0.0010"	"602.6742+"	"4"	""		"79212.465"	"95800.584"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"1"		""	"L4739"	
"602.978"	"0.020"	"602.98+"	"15*"	""		"88708.466"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"2"		""	"L4103"	
"602.978"	"0.020"	"602.98+"	"15*"	""		"88708.466"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"3"		""	"L4103"	
"603.1360"	"0.0010"	"603.136+"	"1h-"	""		"80118.962"	"96694.39"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).12d"	"2[3/2]*"	"1"		""	"L4739"	
"603.4920"	"0.0010"	"603.4910+"	"2"	""		"78119.798"	"94685.467"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L4739"	
"604.3380"	"0.0010"	"604.338+"	"10"	""		"78956.031"	"95498.48"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"1"		""	"L4739"	
"604.8000"	"0.0010"	"604.799+"	"6h"	""		"80196.629"	"96726.47"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).10f"	"2[9/2]"	"5"		""	"L4739"	
"606.4910"	"0.0010"	"606.489+"	"1h"	""		"79986.618"	"96470.39"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[5/2]"	"2"		""	"L4739"	
"606.7520"	"0.0010"	"606.751+"	"2h"	""		"79986.618"	"96463.27"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"2"		""	"L4739"	
"606.7770"	"0.0010"	"606.775+"	"1h"	""		"79986.618"	"96462.63"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"1"		""	"L4739"	
"609.3380"	"0.0010"	"609.337+"	"3"	""		"80322.746"	"96729.49"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10f"	"2[5/2]"	"3"		""	"L4739"	
"609.5150"	"0.0010"	"609.52+"	"1-"	""		"80322.746"	"96724.5"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10f"	"2[3/2]"	"1"		""	"L4739"	
"610.3880"	"0.0010"	"610.387+"	"3"	"1.20e+05"	B	"79212.465"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"610.8370"	"0.0010"	"610.8352+"	"8"	"1.80e+05"	C+	"79212.465"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"611.1761"	"0.0002"	"611.1760+"	"30"	""		"78956.031"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L7292"	
"611.1951"	"0.0002"	"611.1949+"	"40"	"7.0e+05"	C	"78403.061"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"611.4860"	"0.0010"	"611.485+"	"10"	""		"77269.145"	"93618.24"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<1/2>).5d"	"2[3/2]*"	"1"		""	"L4739"	
