obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"447.14802"	"0.00015"	"447.1470365"	"0.0000022"	"200*"	"6.8275e+05"	AAA	"[169086.7664725]"	"[191444.5006512]"	"1s.2p"	"3P*"	"2"	"1s.4d"	"3D"	"1"		"T8636c73"	"L14926"	
"447.14802"	"0.00015"	"447.1474069"	"0.0000022"	"200*"	"6.1440e+06"	AAA	"[169086.7664725]"	"[191444.4821307]"	"1s.2p"	"3P*"	"2"	"1s.4d"	"3D"	"2"		"T8636c73"	"L14926"	
"447.14802"	"0.00015"	"447.1474310"	"0.0000022"	"200*"	"2.4579e+07"	AAA	"[169086.7664725]"	"[191444.4809292]"	"1s.2p"	"3P*"	"2"	"1s.4d"	"3D"	"3"		"T8636c73"	"L14926"	
"447.14802"	"0.00015"	"447.1485650"	"0.0000022"	"200*"	"1.0241e+07"	AAA	"[169086.8428979]"	"[191444.5006512]"	"1s.2p"	"3P*"	"1"	"1s.4d"	"3D"	"1"		"T8636c73"	"L14926"	
"447.14802"	"0.00015"	"447.1489354"	"0.0000022"	"200*"	"1.8432e+07"	AAA	"[169086.8428979]"	"[191444.4821307]"	"1s.2p"	"3P*"	"1"	"1s.4d"	"3D"	"2"		"T8636c73"	"L14926"	
""	""	"447.1683243"	"0.0000022"	"25"	"1.3655e+07"	AAA	"[169087.8308131]"	"[191444.5006512]"	"1s.2p"	"3P*"	"0"	"1s.4d"	"3D"	"1"		"T8636c73"	"L366"	
"471.31457"	"0.00006"	"471.3139163"	"0.0000024"	"30*"	"5.2894e+06"	AAA	"[169086.7664725]"	"[190298.113260]"	"1s.2p"	"3P*"	"2"	"1s.4s"	"3S"	"1"		"T8636c73"	"L14926"	
"471.31457"	"0.00006"	"471.3156145"	"0.0000024"	"30*"	"3.1736e+06"	AAA	"[169086.8428979]"	"[190298.113260]"	"1s.2p"	"3P*"	"1"	"1s.4s"	"3S"	"1"		"T8636c73"	"L14926"	
""	""	"471.3375674"	"0.0000024"	"4"	"1.0579e+06"	AAA	"[169087.8308131]"	"[190298.113260]"	"1s.2p"	"3P*"	"0"	"1s.4s"	"3S"	"1"		"T8636c73"	"L366"	
""	""	"491.0747456"	"0.0000025"	""	"1.028e+01"	AA	"[171134.896946]"	"[191492.711909]"	"1s.2p"	"1P*"	"1"	"1s.4p"	"1P*"	"1"	E2	"T7378"	""	
""	""	"492.0612701"	"0.0000025"	""	"6.235e+01"	AA	"[171134.896946]"	"[191451.89746084]"	"1s.2p"	"1P*"	"1"	"1s.4f"	"1F*"	"3"	E2	"T3908"	""	
"492.19313"	"0.00005"	"492.1931013"	"0.0000025"	"20"	"1.9863e+07"	AAA	"[171134.896946]"	"[191446.4557405]"	"1s.2p"	"1P*"	"1"	"1s.4d"	"1D"	"2"		"T8636c73"	"L14926"	
"501.56783"	"0.00003"	"501.567798"	"0.000003"	"100"	"1.3372e+07"	AAA	"[166277.440141]"	"[186209.364940]"	"1s.2s"	"1S"	"0"	"1s.3p"	"1P*"	"1"		"T8636c73"	"L14926"	
""	""	"504.208747"	"0.000003"	""	"1.022e+02"	AA	"[166277.440141]"	"[186104.9666893]"	"1s.2s"	"1S"	"0"	"1s.3d"	"1D"	"2"	E2	"T7378"	""	
